,id
1073,NLB_450140174EDR_F0310216NCAM00263M1
1074,NLB_450140205EDR_F0310216NCAM00263M1
1075,NLB_450140236EDR_F0310216NCAM00263M1
1076,NLB_450140267EDR_F0310216NCAM00263M1
1077,NLB_450140298EDR_F0310216NCAM00263M1
1078,NLB_450148752EDR_F0310216NCAM00264M1
1079,NLB_450226530EDR_F0310216NCAM00486M1
1080,NLB_450226554EDR_F0310216NCAM00486M1
1081,NLB_450312154EDR_F0310318NCAM00487M1
1082,NLB_450312186EDR_F0310318NCAM00487M1
1083,NLB_450313487EDR_F0310360NCAM00488M1
1084,NLB_450313512EDR_F0310360NCAM00488M1
1085,NLB_450313548EDR_F0310360NCAM00488M1
1086,NLB_450314813EDR_F0310408NCAM00489M1
1087,NLB_450314837EDR_F0310408NCAM00489M1
1088,NLB_450314866EDR_F0310408NCAM00489M1
1089,NLB_450316140EDR_F0310456NCAM00490M1
1090,NLB_450316171EDR_F0310456NCAM00490M1
1091,NLB_450316207EDR_F0310456NCAM00490M1
1092,NLB_450317402EDR_F0310492NCAM00380M1
1093,NLB_450318197EDR_F0310538NCAM00265M1
1094,NLB_450318229EDR_F0310538NCAM00265M1
1095,NLB_450318260EDR_F0310538NCAM00265M1
1096,NLB_450318291EDR_F0310538NCAM00265M1
1097,NLB_450318322EDR_F0310538NCAM00265M1
1098,NLB_450326707EDR_F0310538NCAM00266M1
1099,NLB_450492465EDR_F0310634NCAM00357M1
1100,NLB_450492490EDR_F0310634NCAM00357M1
1101,NLB_450494605EDR_F0310718NCAM00267M1
1102,NLB_450494636EDR_F0310718NCAM00267M1
1103,NLB_450494667EDR_F0310718NCAM00267M1
1104,NLB_450501690EDR_F0310724NCAM00268M1
1105,NLB_450501721EDR_F0310724NCAM00268M1
1106,NLB_450501752EDR_F0310724NCAM00268M1
1107,NLB_451023553EDR_F0310946NCAM00492M1
1108,NLB_451023614EDR_F0310946NCAM00492M1
1109,NLB_451025066EDR_F0311052NCAM00493M1
1110,NLB_451025090EDR_F0311052NCAM00493M1
1111,NLB_451025978EDR_F0311064NCAM00385M1
1112,NLB_451026697EDR_F0311094NCAM00271M1
1113,NLB_451026722EDR_F0311094NCAM00271M1
1114,NLB_451026746EDR_F0311094NCAM00271M1
1115,NLB_451026778EDR_F0311094NCAM00271M1
1116,NLB_451027156EDR_F0311094NCAM00272M1
1117,NLB_451295186EDR_F0311220NCAM00494M1
1118,NLB_451295217EDR_F0311220NCAM00494M1
1119,NLB_451295291EDR_F0311220NCAM00386M1
1120,NLB_451295322EDR_F0311220NCAM00386M1
1121,NLB_451296333EDR_F0311256NCAM00273M1
1122,NLB_451296365EDR_F0311256NCAM00273M1
1123,NLB_451296397EDR_F0311256NCAM00273M1
1124,NLB_451297680EDR_F0311256NCAM00274M1
1125,NLB_451297711EDR_F0311256NCAM00274M1
1126,NLB_451648891EDR_F0311330NCAM06753M1
1127,NLB_451648923EDR_F0311330NCAM06753M1
1128,NLB_451648955EDR_F0311330NCAM06753M1
1129,NLB_451648987EDR_F0311330NCAM06753M1
1130,NLB_451649018EDR_F0311330NCAM06813M1
1131,NLB_451649256EDR_F0311330NCAM12813M1
1132,NLB_451649288EDR_F0311330NCAM12813M1
1133,NLB_451649319EDR_F0311330NCAM12813M1
1134,NLB_451649349EDR_F0311330NCAM12813M1
1135,NLB_451649380EDR_F0311330NCAM12813M1
1136,NLB_451649404EDR_F0311330NCAM12813M1
1137,NLB_451649435EDR_F0311330NCAM12813M1
1138,NLB_451649466EDR_F0311330NCAM12813M1
1139,NLB_451649497EDR_F0311330NCAM12813M1
1140,NLB_451649529EDR_F0311330NCAM12813M1
1141,NLB_451649560EDR_F0311330NCAM12813M1
1142,NLB_451649637EDR_F0311330NCAM12813M1
1143,NLB_451740064EDR_F0311330NCAM00322M1
1144,NLB_451998814EDR_F0311330NCAM00322M1
1145,NLB_452004100EDR_F0311330NCAM00322M1
1146,NLB_452279087EDR_F0311330NCAM00322M1
1147,NLB_452516692EDR_F0311330NCAM00322M1
1148,NLB_452519014EDR_F0311330NCAM00322M1
1149,NLB_453421918EDR_F0311414NCAM00479M1
1150,NLB_453421951EDR_F0311414NCAM00479M1
1151,NLB_453422336EDR_F0311444NCAM00385M1
1152,NLB_453422810EDR_F0311472NCAM00275M1
1153,NLB_453422841EDR_F0311472NCAM00275M1
1154,NLB_453422874EDR_F0311472NCAM00275M1
1155,NLB_453422898EDR_F0311472NCAM00275M1
1156,NLB_453422930EDR_F0311472NCAM00275M1
1157,NLB_453511705EDR_F0311634NCAM00385M1
1158,NLB_453512835EDR_F0320000NCAM00277M1
1159,NLB_453512860EDR_F0320000NCAM00277M1
1160,NLB_453517896EDR_F0320000NCAM00278M1
1161,NLB_453517920EDR_F0320000NCAM00278M1
1162,NLB_453517951EDR_F0320000NCAM00278M1
1163,NLB_453517982EDR_F0320000NCAM00278M1
1164,NLB_453868953EDR_F0320794NCAM00283M1
1165,NLB_453868985EDR_F0320794NCAM00283M1
1166,NLB_453869017EDR_F0320794NCAM00283M1
1167,NLB_453869048EDR_F0320794NCAM00283M1
1168,NLB_453869776EDR_F0320794NCAM00284M1
1169,NLB_453956810EDR_F0320980NCAM00386M1
1170,NLB_453956834EDR_F0320980NCAM00386M1
1171,NLB_453957491EDR_F0321020NCAM00285M1
1172,NLB_453957523EDR_F0321020NCAM00285M1
1173,NLB_453957547EDR_F0321020NCAM00285M1
1174,NLB_453957578EDR_F0321020NCAM00285M1
1175,NLB_453957609EDR_F0321020NCAM00285M1
1176,NLB_454043899EDR_F0321218NCAM00386M1
1177,NLB_454043924EDR_F0321218NCAM00386M1
1178,NLB_454044883EDR_F0330000NCAM00287M1
1179,NLB_454044914EDR_F0330000NCAM00287M1
1180,NLB_454044945EDR_F0330000NCAM00287M1
1181,NLB_454044970EDR_F0330000NCAM00287M1
1182,NLB_454045001EDR_F0330000NCAM00287M1
1183,NLB_454400519EDR_F0330308NCAM00289M1
1184,NLB_454400551EDR_F0330308NCAM00289M1
1185,NLB_454400582EDR_F0330308NCAM00289M1
1186,NLB_454400908EDR_F0330308NCAM00290M1
1187,NLB_454400939EDR_F0330308NCAM00290M1
1188,NLB_454664562EDR_F0331002NCAM00380M1
1189,NLB_454665162EDR_F0331036NCAM00293M1
1190,NLB_454665194EDR_F0331036NCAM00293M1
1191,NLB_454665226EDR_F0331036NCAM00293M1
1192,NLB_454665258EDR_F0331036NCAM00293M1
1193,NLB_454666280EDR_F0331036NCAM00294M1
1194,NLB_454846079EDR_F0331294NCAM00385M1
1195,NLB_454934035EDR_F0340000NCAM00295M1
1196,NLB_454934059EDR_F0340000NCAM00295M1
1197,NLB_454941683EDR_F0340000NCAM00296M1
1198,NLB_454941715EDR_F0340000NCAM00296M1
1199,NLB_454941747EDR_F0340000NCAM00296M1
1200,NLB_455114864EDR_F0340286NCAM00297M1
1201,NLB_455114895EDR_F0340286NCAM00297M1
1202,NLB_455114927EDR_F0340286NCAM00297M1
1203,NLB_455114958EDR_F0340286NCAM00297M1
1204,NLB_455204600EDR_F0340286NCAM00298M1
1205,NLB_455287657EDR_F0340388NCAM00380M1
1206,NLB_455291180EDR_F0340416NCAM00299M1
1207,NLB_455291211EDR_F0340416NCAM00299M1
1208,NLB_455291243EDR_F0340416NCAM00299M1
1209,NLB_455291275EDR_F0340416NCAM00299M1
1210,NLB_455291306EDR_F0340416NCAM00299M1
1211,NLB_455291635EDR_F0340416NCAM00250M1
1212,NLB_455736285EDR_F0341120NCAM00253M1
1213,NLB_455736316EDR_F0341120NCAM00253M1
1214,NLB_455736346EDR_F0341120NCAM00253M1
1215,NLB_455736371EDR_F0341120NCAM00253M1
1216,NLB_455739733EDR_F0341120NCAM00254M1
1217,NLB_455821802EDR_F0350000NCAM00255M1
1218,NLB_455821833EDR_F0350000NCAM00255M1
1219,NLB_455821864EDR_F0350000NCAM00255M1
1220,NLB_455827270EDR_F0350000NCAM00256M1
1221,NLB_455827307EDR_F0350000NCAM00256M1
1222,NLB_455908815EDR_F0350198NCAM00386M1
1223,NLB_455908847EDR_F0350198NCAM00386M1
1224,NLB_455909544EDR_F0350238NCAM00257M1
1225,NLB_455909575EDR_F0350238NCAM00257M1
1226,NLB_455909607EDR_F0350238NCAM00257M1
1227,NLB_455909638EDR_F0350238NCAM00257M1
1228,NLB_455914963EDR_F0350238NCAM00258M1
1229,NLB_456177865EDR_F0350964NCAM00385M1
1230,NLB_456178837EDR_F0350998NCAM00259M1
1231,NLB_456178868EDR_F0350998NCAM00259M1
1232,NLB_456178892EDR_F0350998NCAM00259M1
1233,NLB_456179656EDR_F0350998NCAM00260M1
1234,NLB_456179688EDR_F0350998NCAM00260M1
1235,NLB_456268211EDR_F0360000NCAM00261M1
1236,NLB_456268243EDR_F0360000NCAM00261M1
1237,NLB_456268275EDR_F0360000NCAM00261M1
1238,NLB_456271662EDR_F0360000NCAM00262M1
1239,NLB_456271693EDR_F0360000NCAM00262M1
1240,NLB_456353895EDR_F0360178NCAM00263M1
1241,NLB_456353926EDR_F0360178NCAM00263M1
1242,NLB_456353958EDR_F0360178NCAM00263M1
1243,NLB_456353990EDR_F0360178NCAM00263M1
1244,NLB_456354578EDR_F0360178NCAM00264M1
1245,NLB_456441424EDR_F0360416NCAM00265M1
1246,NLB_456441455EDR_F0360416NCAM00265M1
1247,NLB_456441486EDR_F0360416NCAM00265M1
1248,NLB_456441517EDR_F0360416NCAM00265M1
1249,NLB_456442217EDR_F0360416NCAM00266M1
1250,NLB_456536210EDR_F0361112NCAM00385M1
1251,NLB_456536242EDR_F0361112NCAM00385M1
1252,NLB_456537446EDR_F0361146NCAM00267M1
1253,NLB_456537478EDR_F0361146NCAM00267M1
1254,NLB_456537510EDR_F0361146NCAM00267M1
1255,NLB_456540849EDR_F0361146NCAM00268M1
1256,NLB_456540884EDR_F0361146NCAM00268M1
1257,NLB_456793018EDR_F0361512NCAM00445M1
1258,NLB_456793042EDR_F0361512NCAM00445M1
1259,NLB_456797861EDR_F0361674NCAM00385M1
1260,NLB_456799619EDR_F0370000NCAM00269M1
1261,NLB_456799651EDR_F0370000NCAM00269M1
1262,NLB_456799829EDR_F0370000NCAM00270M1
1263,NLB_456799860EDR_F0370000NCAM00270M1
1264,NLB_456799891EDR_F0370000NCAM00270M1
1265,NLB_456799922EDR_F0370000NCAM00270M1
1266,NLB_456887338EDR_F0370292NCAM00271M1
1267,NLB_456887362EDR_F0370292NCAM00271M1
1268,NLB_456890751EDR_F0370292NCAM00272M1
1269,NLB_456890782EDR_F0370292NCAM00272M1
1270,NLB_456890806EDR_F0370292NCAM00272M1
1271,NLB_456981087EDR_F0371070NCAM00263M1
1272,NLB_456981118EDR_F0371070NCAM00263M1
1273,NLB_456981150EDR_F0371070NCAM00263M1
1274,NLB_456981530EDR_F0371070NCAM00264M1
1275,NLB_456981560EDR_F0371070NCAM00264M1
1276,NLB_457336661EDR_F0380000NCAM00386M1
1277,NLB_457336693EDR_F0380000NCAM00386M1
1278,NLB_457337990EDR_F0380058NCAM00277M1
1279,NLB_457338022EDR_F0380058NCAM00277M1
1280,NLB_457338054EDR_F0380058NCAM00277M1
1281,NLB_457338086EDR_F0380058NCAM00277M1
1282,NLB_457339193EDR_F0380058NCAM00278M1
1283,NLB_457506437EDR_F0380202NCAM00279M1
1284,NLB_457506461EDR_F0380202NCAM00279M1
1285,NLB_457506492EDR_F0380202NCAM00279M1
1286,NLB_457507640EDR_F0380202NCAM00280M1
1287,NLB_457507664EDR_F0380202NCAM00280M1
1288,NLB_457590715EDR_F0380338NCAM00281M1
1289,NLB_457590746EDR_F0380338NCAM00281M1
1290,NLB_457590770EDR_F0380338NCAM00281M1
1291,NLB_457590802EDR_F0380338NCAM00281M1
1292,NLB_457591712EDR_F0380338NCAM00282M1
1293,NLB_457683205EDR_F0380746NCAM00386M1
1294,NLB_457683236EDR_F0380746NCAM00386M1
1295,NLB_457684026EDR_F0380792NCAM00283M1
1296,NLB_457684050EDR_F0380792NCAM00283M1
1297,NLB_457684081EDR_F0380792NCAM00283M1
1298,NLB_457684112EDR_F0380792NCAM00283M1
1299,NLB_457685018EDR_F0380792NCAM00284M1
1300,NLB_457776214EDR_F0380816NCAM00285M1
1301,NLB_457776238EDR_F0380816NCAM00285M1
1302,NLB_457776269EDR_F0380816NCAM00285M1
1303,NLB_457776631EDR_F0380816NCAM00286M1
1304,NLB_457776656EDR_F0380816NCAM00286M1
1305,NLB_458121440EDR_F0380852NCAM00479M1
1306,NLB_458121466EDR_F0380852NCAM00479M1
1307,NLB_458121760EDR_F0380864NCAM00479M1
1308,NLB_458121786EDR_F0380864NCAM00479M1
1309,NLB_458122082EDR_F0380876NCAM00479M1
1310,NLB_458122108EDR_F0380876NCAM00479M1
1311,NLB_458122408EDR_F0380888NCAM00479M1
1312,NLB_458122434EDR_F0380888NCAM00479M1
1313,NLB_458122737EDR_F0380900NCAM00479M1
1314,NLB_458122763EDR_F0380900NCAM00479M1
1315,NLB_458123092EDR_F0380912NCAM00479M1
1316,NLB_458123125EDR_F0380912NCAM00479M1
1317,NLB_458123315EDR_F0380918NCAM00479M1
1318,NLB_458123346EDR_F0380918NCAM00479M1
1319,NLB_458123528EDR_F0380924NCAM00479M1
1320,NLB_458123554EDR_F0380924NCAM00479M1
1321,NLB_458123736EDR_F0380930NCAM00479M1
1322,NLB_458123762EDR_F0380930NCAM00479M1
1323,NLB_458123948EDR_F0380936NCAM00479M1
1324,NLB_458123974EDR_F0380936NCAM00479M1
1325,NLB_458124152EDR_F0380942NCAM00479M1
1326,NLB_458124178EDR_F0380942NCAM00479M1
1327,NLB_458124363EDR_F0380948NCAM00479M1
1328,NLB_458124389EDR_F0380948NCAM00479M1
1329,NLB_458124578EDR_F0380954NCAM00479M1
1330,NLB_458124604EDR_F0380954NCAM00479M1
1331,NLB_458124921EDR_F0380966NCAM00479M1
1332,NLB_458124947EDR_F0380966NCAM00479M1
1333,NLB_458125137EDR_F0380972NCAM00479M1
1334,NLB_458125163EDR_F0380972NCAM00479M1
1335,NLB_458126340EDR_F0381062NCAM00289M1
1336,NLB_458126371EDR_F0381062NCAM00289M1
1337,NLB_458126403EDR_F0381062NCAM00289M1
1338,NLB_458129941EDR_F0381266NCAM00290M1
1339,NLB_458129972EDR_F0381266NCAM00290M1
1340,NLB_458130003EDR_F0381266NCAM00290M1
1341,NLB_458130330EDR_F0381266NCAM00291M1
1342,NLB_458130361EDR_F0381266NCAM00291M1
1343,NLB_458307512EDR_F0381734NCAM00385M1
1344,NLB_458310715EDR_F0390000NCAM00292M1
1345,NLB_458310746EDR_F0390000NCAM00292M1
1346,NLB_458310778EDR_F0390000NCAM00292M1
1347,NLB_458310809EDR_F0390000NCAM00292M1
1348,NLB_458311380EDR_F0390000NCAM00293M1
1349,NLB_458573648EDR_F0390426NCAM00385M1
1350,NLB_458574176EDR_F0390444NCAM00294M1
1351,NLB_458574208EDR_F0390444NCAM00294M1
1352,NLB_458574838EDR_F0390444NCAM00295M1
1353,NLB_458574869EDR_F0390444NCAM00295M1
1354,NLB_458574900EDR_F0390444NCAM00295M1
1355,NLB_458574931EDR_F0390444NCAM00295M1
1356,NLB_458659782EDR_F0390480NCAM00385M1
1357,NLB_458660518EDR_F0390516NCAM00296M1
1358,NLB_458660543EDR_F0390516NCAM00296M1
1359,NLB_458660574EDR_F0390516NCAM00296M1
1360,NLB_458661181EDR_F0390516NCAM00297M1
1361,NLB_458661204EDR_F0390516NCAM00297M1
1362,NLB_458748526EDR_F0390690NCAM00385M1
1363,NLB_458749746EDR_F0390726NCAM00263M1
1364,NLB_458749777EDR_F0390726NCAM00263M1
1365,NLB_458749809EDR_F0390726NCAM00263M1
1366,NLB_458749841EDR_F0390726NCAM00263M1
1367,NLB_458749872EDR_F0390726NCAM00264M1
1368,NLB_458836680EDR_F0390894NCAM00385M1
1369,NLB_458837337EDR_F0390924NCAM00287M1
1370,NLB_458837369EDR_F0390924NCAM00287M1
1371,NLB_458837393EDR_F0390924NCAM00287M1
1372,NLB_458837990EDR_F0390924NCAM00288M1
1373,NLB_458838021EDR_F0390924NCAM00288M1
1374,NLB_458838052EDR_F0390924NCAM00288M1
1375,NLB_458929807EDR_F0391140NCAM00385M1
1376,NLB_458930553EDR_F0391176NCAM00298M1
1377,NLB_458930577EDR_F0391176NCAM00298M1
1378,NLB_458930608EDR_F0391176NCAM00298M1
1379,NLB_458931330EDR_F0391176NCAM00299M1
1380,NLB_458931354EDR_F0391176NCAM00299M1
1381,NLB_459190261EDR_F0391332NCAM00385M1
1382,NLB_459191245EDR_F0391396NCAM00250M1
1383,NLB_459191270EDR_F0391396NCAM00250M1
1384,NLB_459191301EDR_F0391396NCAM00250M1
1385,NLB_459191863EDR_F0391396NCAM00251M1
1386,NLB_459191887EDR_F0391396NCAM00251M1
1387,NLB_459819264EDR_F0391630NCAM00385M1
1388,NLB_459819996EDR_F0391666NCAM00255M1
1389,NLB_459820021EDR_F0391666NCAM00255M1
1390,NLB_459820053EDR_F0391666NCAM00255M1
1391,NLB_459820084EDR_F0391666NCAM00255M1
1392,NLB_459820642EDR_F0391666NCAM00256M1
1393,NLB_459820673EDR_F0391666NCAM00256M1
1394,NLB_459904178EDR_F0391834NCAM00385M1
1395,NLB_459905212EDR_F0391888NCAM05694M1
1396,NLB_459905236EDR_F0391888NCAM05694M1
1397,NLB_459905261EDR_F0391888NCAM05694M1
1398,NLB_459905439EDR_F0391888NCAM07812M1
1399,NLB_459905470EDR_F0391888NCAM07812M1
1400,NLB_460085238EDR_F0400000NCAM03734M1
1401,NLB_460085269EDR_F0400000NCAM03734M1
1402,NLB_460085301EDR_F0400000NCAM03734M1
1403,NLB_460088862EDR_F0400000NCAM09812M1
1404,NLB_460088894EDR_F0400000NCAM09812M1
1405,NLB_460168077EDR_F0400132NCAM00386M1
1406,NLB_460168108EDR_F0400132NCAM00386M1
1407,NLB_460172980EDR_F0400200NCAM00257M1
1408,NLB_460173011EDR_F0400200NCAM00257M1
1409,NLB_460176067EDR_F0400200NCAM07812M1
1410,NLB_460176098EDR_F0400200NCAM07812M1
1411,NLB_460176129EDR_F0400200NCAM07812M1
1412,NLB_460432489EDR_F0400278NCAM00479M1
1413,NLB_460432522EDR_F0400278NCAM00479M1
1414,NLB_460433266EDR_F0400320NCAM00479M1
1415,NLB_460433300EDR_F0400320NCAM00479M1
1416,NLB_460434738EDR_F0400366NCAM07812M1
1417,NLB_460434769EDR_F0400366NCAM07812M1
1418,NLB_460434800EDR_F0400366NCAM07812M1
1419,NLB_460434831EDR_F0400366NCAM07812M1
1420,NLB_460434855EDR_F0400366NCAM07812M1
1421,NLB_460526312EDR_F0400480NCAM06094M1
1422,NLB_460526336EDR_F0400480NCAM06094M1
1423,NLB_460526360EDR_F0400480NCAM06094M1
1424,NLB_460526384EDR_F0400480NCAM06094M1
1425,NLB_460527049EDR_F0400480NCAM00258M1
1426,NLB_460527080EDR_F0400480NCAM00258M1
1427,NLB_460536048EDR_F0400480NCAM15000M1
1428,NLB_460612381EDR_F0400540NCAM00259M1
1429,NLB_460612405EDR_F0400540NCAM00259M1
1430,NLB_460612429EDR_F0400540NCAM00259M1
1431,NLB_460612831EDR_F0400540NCAM00260M1
1432,NLB_460612862EDR_F0400540NCAM00260M1
1433,NLB_460793125EDR_F0400660NCAM00261M1
1434,NLB_460793157EDR_F0400660NCAM00261M1
1435,NLB_460793815EDR_F0400660NCAM00262M1
1436,NLB_460793839EDR_F0400660NCAM00262M1
1437,NLB_460793870EDR_F0400660NCAM00262M1
1438,NLB_460879585EDR_F0400762NCAM00499M1
1439,NLB_460879609EDR_F0400762NCAM00499M1
1440,NLB_460882849EDR_F0401000NCAM00263M1
1441,NLB_460882881EDR_F0401000NCAM00263M1
1442,NLB_460882912EDR_F0401000NCAM00263M1
1443,NLB_460882936EDR_F0401000NCAM00263M1
1444,NLB_460882967EDR_F0401000NCAM00263M1
1445,NLB_460884006EDR_F0401000NCAM00264M1
1446,NLB_461147286EDR_F0401240NCAM00385M1
1447,NLB_461148106EDR_F0401286NCAM00265M1
1448,NLB_461148137EDR_F0401286NCAM00265M1
1449,NLB_461148168EDR_F0401286NCAM00265M1
1450,NLB_461233409EDR_F0401286NCAM00266M1
1451,NLB_461233438EDR_F0401286NCAM00266M1
1452,NLB_461324334EDR_F0401378NCAM00267M1
1453,NLB_461324366EDR_F0401378NCAM00267M1
1454,NLB_461324397EDR_F0401378NCAM00267M1
1455,NLB_461324428EDR_F0401378NCAM00267M1
1456,NLB_461403616EDR_F0401378NCAM00322M1
1457,NLB_461407999EDR_F0401378NCAM00322M1
1458,NLB_461412877EDR_F0401378NCAM00322M1
1459,NLB_461417724EDR_F0401378NCAM00322M1
1460,NLB_461418203EDR_F0401378NCAM00268M1
1461,NLB_461420538EDR_F0401378NCAM00322M1
1462,NLB_461847485EDR_F0401378NCAM00322M1
1463,NLB_461853682EDR_F0401378NCAM00322M1
1464,NLB_461926324EDR_F0401378NCAM00322M1
1465,NLB_462215466EDR_F0401850NCAM05114M1
1466,NLB_462215498EDR_F0401850NCAM05114M1
1467,NLB_462215529EDR_F0401850NCAM05114M1
1468,NLB_462215553EDR_F0401850NCAM05114M1
1469,NLB_462216240EDR_F0401850NCAM07753M1
1470,NLB_462392310EDR_F0402040NCAM00269M1
1471,NLB_462392341EDR_F0402040NCAM00269M1
1472,NLB_462392372EDR_F0402040NCAM00269M1
1473,NLB_462393116EDR_F0402040NCAM07753M1
1474,NLB_462393140EDR_F0402040NCAM07753M1
1475,NLB_462393171EDR_F0402040NCAM07753M1
1476,NLB_462567671EDR_F0402448NCAM00385M1
1477,NLB_462572958EDR_F0410000NCAM00270M1
1478,NLB_462572989EDR_F0410000NCAM00270M1
1479,NLB_462573020EDR_F0410000NCAM00270M1
1480,NLB_462573051EDR_F0410000NCAM00270M1
1481,NLB_462573285EDR_F0410000NCAM07753M1
1482,NLB_463008960EDR_F0410556NCAM00385M1
1483,NLB_463009628EDR_F0410592NCAM00273M1
1484,NLB_463009652EDR_F0410592NCAM00273M1
1485,NLB_463009676EDR_F0410592NCAM00273M1
1486,NLB_463009700EDR_F0410592NCAM00273M1
1487,NLB_463010125EDR_F0410592NCAM06753M1
1488,NLB_463189642EDR_F0410802NCAM00385M1
1489,NLB_463190486EDR_F0410838NCAM00275M1
1490,NLB_463190517EDR_F0410838NCAM00275M1
1491,NLB_463190548EDR_F0410838NCAM00275M1
1492,NLB_463190984EDR_F0410838NCAM07753M1
1493,NLB_463191015EDR_F0410838NCAM07753M1
1494,NLB_463453597EDR_F0411240NCAM00496M1
1495,NLB_463455640EDR_F0411306NCAM00385M1
1496,NLB_463456862EDR_F0411330NCAM00276M1
1497,NLB_463456891EDR_F0411330NCAM00276M1
1498,NLB_463456922EDR_F0411330NCAM00276M1
1499,NLB_463457363EDR_F0411330NCAM07753M1
1500,NLB_463457394EDR_F0411330NCAM07753M1
1501,NLB_463457418EDR_F0411330NCAM07753M1
1502,NLB_463551108EDR_F0411534NCAM00385M1
1503,NLB_463551866EDR_F0411570NCAM00277M1
1504,NLB_463551897EDR_F0411570NCAM00277M1
1505,NLB_463552100EDR_F0411570NCAM07753M1
1506,NLB_463552131EDR_F0411570NCAM07753M1
1507,NLB_463552162EDR_F0411570NCAM07753M1
1508,NLB_463722494EDR_F0411588NCAM00385M1
1509,NLB_463723308EDR_F0411642NCAM00290M1
1510,NLB_463723339EDR_F0411642NCAM00290M1
1511,NLB_463723370EDR_F0411642NCAM00290M1
1512,NLB_463723582EDR_F0411642NCAM07753M1
1513,NLB_463723613EDR_F0411642NCAM07753M1
1514,NLB_463897687EDR_F0420150NCAM00385M1
1515,NLB_463898428EDR_F0420186NCAM00280M1
1516,NLB_463898459EDR_F0420186NCAM00280M1
1517,NLB_463898490EDR_F0420186NCAM00280M1
1518,NLB_463899481EDR_F0420186NCAM00279M1
1519,NLB_463899512EDR_F0420186NCAM00279M1
1520,NLB_463899543EDR_F0420186NCAM00279M1
1521,NLB_464169212EDR_F0420834NCAM00385M1
1522,NLB_464174653EDR_F0420852NCAM00281M1
1523,NLB_464174685EDR_F0420852NCAM00281M1
1524,NLB_464174717EDR_F0420852NCAM00281M1
1525,NLB_464174749EDR_F0420852NCAM00281M1
1526,NLB_464175247EDR_F0420852NCAM07753M1
1527,NLB_464175277EDR_F0420852NCAM07753M1
1528,NLB_464341502EDR_F0420990NCAM00385M1
1529,NLB_464342239EDR_F0421020NCAM00282M1
1530,NLB_464342263EDR_F0421020NCAM00282M1
1531,NLB_464342461EDR_F0421020NCAM07753M1
1532,NLB_464342485EDR_F0421020NCAM07753M1
1533,NLB_464342516EDR_F0421020NCAM07753M1
1534,NLB_464780409EDR_F0421020NCAM05793M1
1535,NLB_464780433EDR_F0421020NCAM05793M1
1536,NLB_464780461EDR_F0421020NCAM05793M1
1537,NLB_464780486EDR_F0421020NCAM05793M1
1538,NLB_466479596EDR_F0430000NCAM07753M1
1539,NLB_466479628EDR_F0430000NCAM07753M1
1540,NLB_466479661EDR_F0430000NCAM07753M1
1541,NLB_466479692EDR_F0430000NCAM07753M1
1542,NLB_466738235EDR_F0430090NCAM00494M1
1543,NLB_466739691EDR_F0430186NCAM00385M1
1544,NLB_466740427EDR_F0430216NCAM05693M1
1545,NLB_466740451EDR_F0430216NCAM05693M1
1546,NLB_466740483EDR_F0430216NCAM05693M1
1547,NLB_466747637EDR_F0430216NCAM07753M1
1548,NLB_466747668EDR_F0430216NCAM07753M1
1549,NLB_466928990EDR_F0440000NCAM00286M1
1550,NLB_466929022EDR_F0440000NCAM00286M1
1551,NLB_466929048EDR_F0440000NCAM00286M1
1552,NLB_466929080EDR_F0440000NCAM00286M1
1553,NLB_466929483EDR_F0440000NCAM00287M1
1554,NLB_466929529EDR_F0440000NCAM00287M1
1555,NLB_467189461EDR_F0440036NCAM00288M1
1556,NLB_467189493EDR_F0440036NCAM00288M1
1557,NLB_467189518EDR_F0440036NCAM00288M1
1558,NLB_467189543EDR_F0440036NCAM00288M1
1559,NLB_467189567EDR_F0440036NCAM00288M1
1560,NLB_467190391EDR_F0440036NCAM01024M1
1561,NLB_467365210EDR_F0440162NCAM00385M1
1562,NLB_467371080EDR_F0440190NCAM00290M1
1563,NLB_467371112EDR_F0440190NCAM00290M1
1564,NLB_467371144EDR_F0440190NCAM00290M1
1565,NLB_467371176EDR_F0440190NCAM00290M1
1566,NLB_467371215EDR_F0440190NCAM00290M1
1567,NLB_467626281EDR_F0440256NCAM00292M1
1568,NLB_467626313EDR_F0440256NCAM00292M1
1569,NLB_467626345EDR_F0440256NCAM00292M1
1570,NLB_467626369EDR_F0440256NCAM00292M1
1571,NLB_467627285EDR_F0440256NCAM00293M1
1572,NLB_467808793EDR_F0440334NCAM00385M1
1573,NLB_467809437EDR_F0440370NCAM00295M1
1574,NLB_467809474EDR_F0440370NCAM00295M1
1575,NLB_467815121EDR_F0440370NCAM00294M1
1576,NLB_467815162EDR_F0440370NCAM00294M1
1577,NLB_467815193EDR_F0440370NCAM00294M1
1578,NLB_467815223EDR_F0440370NCAM00294M1
1579,NLB_467815254EDR_F0440370NCAM00294M1
1580,NLB_467816147EDR_F0440370NCAM07753M1
1581,NLB_467983525EDR_F0440544NCAM00385M1
1582,NLB_467990986EDR_F0440568NCAM00298M1
1583,NLB_467991018EDR_F0440568NCAM00298M1
1584,NLB_467991051EDR_F0440568NCAM00298M1
1585,NLB_467991084EDR_F0440568NCAM00298M1
1586,NLB_467991115EDR_F0440568NCAM00298M1
1587,NLB_467991277EDR_F0440568NCAM00297M1
1588,NLB_467991308EDR_F0440568NCAM00297M1
1589,NLB_468251446EDR_F0440920NCAM00299M1
1590,NLB_468251477EDR_F0440920NCAM00299M1
